Student_ID,Age,Gender,Department,Semester,CGPA,Academic_Score,Attendance_Percentage,Communication_Skill,Programming_Skill,Problem_Solving,Aptitude_Score,Logical_Reasoning,Technical_Test_Score,Coding_Assessment,Industry_Skill,Internship_Count,Internship_Performance,Projects_Completed,Mini_Projects,Major_Project_Score,Certifications,Hackathon_Participation,Workshops_Attended,Technical_Events,Soft_Skill_Rating,Resume_Score,Interview_Score,Skill_Gap,Employability_Percentage,Placement_Package_LPA,Employment_Status
S956,23,Male,ECE,6,6.74,97,78,47,60,93,51,69,95,84,81,3,100,7,1,77,3,4,9,4,51,79,40,16,77.15,7.46,Employed
S677,18,Female,Mechanical,6,9.71,93,88,75,56,38,87,46,37,70,59,1,92,3,2,97,0,2,3,3,52,48,72,34,65.95,3.92,Not Employed
S819,21,Female,IT,3,7.83,70,71,98,38,58,76,86,97,66,79,1,86,6,5,72,10,3,3,2,50,49,91,9,80.9,5.68,Employed
S313,19,Female,ECE,7,9.41,92,98,86,97,73,79,92,81,85,73,0,48,3,1,62,1,0,11,3,94,41,61,19,78.55,6.44,Employed
S429,23,Male,CSE,2,5.9,46,99,99,,48,71,87,47,91,99,4,91,1,6,68,6,3,3,7,75,64,49,53,72.35,3.39,Employed
S106,21,Male,ECE,5,9.24,49,86,83,98,52,80,59,65,67,54,3,90,7,1,78,9,7,9,6,74,72,88,5,80.9,6.63,Employed
S425,20,Female,CSE,5,9.43,73,86,73,62,68,51,93,41,46,89,2,88,5,2,62,5,6,7,7,74,84,55,16,73.55,4.93,Employed
S183,18,Male,IT,3,7.82,70,98,76,37,71,100,45,62,92,95,3,50,4,4,88,2,2,9,10,72,56,56,25,76.5,7.17,Employed
S926,22,Male,CSE,6,9.36,47,69,46,82,44,64,70,81,84,72,3,85,4,2,92,9,5,3,4,75,45,46,25,67.85,3.01,Not Employed
S361,21,Female,ECE,1,8.19,48,84,89,60,66,63,98,65,60,46,0,66,1,1,71,3,1,3,1,91,93,56,2,62.65,0.0,Not Employed
S376,23,Male,CSE,6,5.57,68,62,91,76,91,54,78,97,86,45,2,67,8,6,94,1,6,4,9,52,85,53,23,68.9,4.74,Not Employed
S473,24,Male,CSE,7,9.79,88,78,94,94,89,76,86,68,55,83,3,87,4,2,50,4,4,1,3,89,74,72,5,89.6,11.38,Employed
S173,23,Male,CSE,8,8.73,47,65,44,41,57,90,56,44,64,68,3,64,8,6,75,6,5,0,6,83,47,35,21,63.2,0.0,Not Employed
S698,19,Male,Mechanical,6,8.27,52,63,46,82,92,84,84,37,41,99,2,76,2,3,68,9,2,0,7,56,77,56,47,66.65,3.81,Not Employed
S205,22,Male,ECE,7,8.57,64,80,50,40,50,56,70,73,60,81,0,95,4,1,65,10,6,5,0,50,90,70,17,67.85,4.17,Not Employed
S889,21,Female,Mechanical,1,8.06,56,92,74,70,100,69,88,69,75,79,0,94,4,3,84,7,2,7,1,69,57,60,23,68.7,3.04,Not Employed
S603,23,Female,CSE,6,7.59,54,88,80,83,55,78,68,75,48,70,3,57,4,6,88,7,4,2,9,48,60,37,16,70.95,3.25,Employed
S856,22,Female,EEE,2,8.43,77,72,47,37,42,54,96,90,89,87,0,87,3,6,50,0,0,5,3,87,50,78,10,69.7,3.39,Not Employed
S417,24,Female,Mechanical,7,6.38,51,66,44,81,77,41,55,71,55,48,0,53,1,3,62,8,3,10,0,55,57,45,3,56.7,0.0,Not Employed
S648,19,Male,AI&DS,4,7.59,54,66,84,99,81,66,87,86,88,77,2,45,4,2,89,7,1,12,5,99,96,42,23,77.65,6.31,Employed
S217,20,Female,EEE,1,8.96,55,82,79,91,53,68,42,64,60,82,1,88,2,1,97,0,3,9,2,95,93,71,27,71.0,3.03,Employed
S505,22,Female,EEE,1,9.73,70,86,93,42,43,52,92,99,53,69,0,51,8,1,67,9,3,11,8,66,51,35,1,71.75,3.62,Employed
S828,21,Male,CSE,3,6.09,86,84,83,38,93,61,84,95,88,80,1,93,4,6,93,9,4,3,1,78,45,83,6,81.8,5.99,Employed
S444,18,Female,CSE,4,5.56,58,89,92,84,59,71,46,78,61,100,2,88,5,6,79,10,2,8,1,98,48,63,42,78.95,7.75,Employed
S777,24,Male,AI&DS,6,6.89,100,97,60,47,39,40,52,37,93,86,1,40,6,3,71,9,6,7,1,61,41,40,14,73.7,3.87,Employed
S666,20,Female,Mechanical,1,6.12,51,97,40,48,96,42,70,81,86,48,2,50,4,1,71,2,2,10,9,84,95,48,3,60.3,0.0,Not Employed
S548,19,Female,IT,7,9.2,71,71,51,54,58,63,96,49,55,38,3,53,5,4,90,5,4,9,5,41,90,38,33,57.05,0.0,Not Employed
S098,22,Female,EEE,5,5.58,97,87,91,57,48,98,46,54,65,59,4,73,5,3,67,6,1,5,6,69,76,66,38,79.5,7.97,Employed
S530,20,Male,CSE,4,8.12,54,97,40,68,81,86,72,86,96,56,2,81,3,5,82,5,8,5,6,95,99,97,2,76.5,6.95,Employed
S365,19,Male,ECE,4,8.39,60,98,100,91,77,48,57,75,40,88,2,88,1,2,96,5,5,3,3,74,43,66,28,72.1,4.6,Employed
S428,24,Male,Mechanical,8,8.42,74,86,66,80,80,93,74,89,77,49,1,69,7,3,61,8,2,8,6,64,58,90,25,75.9,6.9,Employed
S344,22,Male,,6,6.38,57,100,98,60,43,61,52,95,94,77,4,76,6,5,69,6,5,2,1,69,96,40,20,78.4,6.49,Employed
S420,19,Female,IT,6,8.31,72,62,97,84,65,53,79,44,54,98,0,91,1,2,99,4,8,12,1,71,46,93,26,74.75,3.63,Employed
S560,23,Female,ECE,1,7.06,95,88,94,93,39,100,65,90,38,62,4,51,1,6,71,1,4,6,0,86,69,67,33,81.35,6.08,Employed
S286,19,Female,CSE,2,6.63,76,74,80,52,38,46,87,41,43,98,0,51,7,5,93,5,2,4,9,79,46,44,22,69.05,4.32,Not Employed
S842,23,Male,AI&DS,5,8.39,58,63,45,57,64,87,77,68,97,56,1,41,4,3,95,2,0,2,8,58,69,43,2,64.7,0.0,Not Employed
S604,24,Female,EEE,8,7.16,65,84,75,38,90,81,60,85,57,76,4,93,1,6,68,5,0,8,0,86,85,51,11,75.15,6.49,Employed
S503,20,Female,EEE,1,8.23,47,77,81,96,85,42,84,67,70,42,4,92,1,6,80,9,7,7,2,70,87,48,5,69.2,3.08,Not Employed
S713,23,Male,EEE,3,5.83,81,68,60,85,93,88,78,40,69,65,3,79,5,5,51,2,2,0,5,91,42,64,16,75.8,6.99,Employed
S139,18,Male,IT,1,6.93,51,64,61,56,83,50,86,44,46,78,4,79,8,6,51,6,2,9,6,50,43,47,27,63.95,0.0,Not Employed
S113,18,Male,AI&DS,5,5.65,59,94,58,56,93,76,87,98,100,49,4,47,5,5,73,8,0,12,7,74,53,89,10,76.25,5.31,Employed
S908,21,Female,AI&DS,1,5.93,80,68,57,37,52,85,89,46,99,54,1,81,4,5,78,9,4,0,2,97,65,53,26,68.15,3.07,Not Employed
S059,21,Male,IT,6,9.63,69,86,89,78,,90,80,77,43,77,0,75,7,3,66,10,2,5,1,77,82,53,8,81.05,7.75,Employed
S460,20,Female,CSE,7,5.55,64,62,81,91,40,98,98,80,52,94,3,57,1,2,72,8,8,3,5,97,85,84,30,85.7,13.13,Employed
S292,22,Female,ECE,4,7.06,49,79,72,73,90,82,74,75,60,88,3,56,8,6,98,8,2,0,10,85,73,58,39,75.25,6.73,Employed
S489,23,Male,CSE,5,6.71,58,86,43,76,68,83,60,87,85,91,3,65,5,1,67,7,3,5,10,92,42,74,33,76.6,6.34,Employed
S259,20,Male,ECE,3,8.63,80,70,68,66,40,48,46,83,55,37,3,45,1,1,61,1,4,6,7,84,48,61,43,58.1,0.0,Not Employed
S199,18,Female,EEE,1,5.62,70,93,88,45,48,56,79,54,45,84,2,54,4,6,68,7,2,2,8,93,50,38,14,71.3,3.07,Employed
S539,18,Female,Mechanical,8,6.62,83,97,64,42,47,43,80,78,70,82,3,99,5,1,80,2,1,5,6,92,49,54,1,75.55,6.77,Employed
S459,23,Male,AI&DS,3,9.18,87,75,50,100,60,70,70,72,72,47,4,71,6,6,67,6,6,11,1,69,66,89,40,75.65,5.44,Employed
S343,20,Female,ECE,8,8.76,73,71,55,52,40,43,48,74,90,100,2,59,3,2,80,4,5,4,5,40,73,53,27,69.85,3.11,Not Employed
S594,22,Male,CSE,3,9.88,61,69,96,59,50,84,88,44,59,58,2,88,4,2,75,10,4,9,6,72,80,71,3,76.95,5.65,Employed
S087,18,Female,IT,3,7.32,77,79,84,50,72,63,79,63,63,52,3,49,8,6,88,5,6,11,8,98,70,62,25,72.4,4.52,Employed
S714,22,Female,Mechanical,5,7.78,63,68,59,,100,75,80,43,45,71,2,68,8,1,94,10,7,1,5,99,51,65,8,76.8,7.69,Employed
S998,24,Male,IT,7,5.74,78,88,76,42,82,48,51,67,73,44,1,55,6,3,78,9,4,0,6,56,86,81,34,65.4,3.43,Not Employed
S920,23,Male,EEE,8,8.93,80,86,42,48,84,96,99,54,80,41,4,56,2,5,91,4,7,8,5,95,63,36,39,62.2,0.0,Not Employed
S880,20,Male,Mechanical,8,9.54,74,60,99,77,73,98,56,77,47,69,1,67,8,2,83,6,8,1,1,51,86,62,5,82.75,6.91,Employed
S090,19,Male,Mechanical,7,7.19,69,88,95,83,83,45,83,52,79,50,1,74,7,5,58,3,0,12,0,59,69,89,19,70.65,4.06,Employed
S021,21,Female,EEE,8,9.54,92,90,68,68,66,93,80,70,97,65,2,68,2,6,68,3,4,5,5,97,74,45,27,75.8,5.42,Employed
S198,18,Male,AI&DS,6,6.53,65,78,85,69,85,57,96,91,81,92,3,50,3,1,58,3,4,11,1,53,50,85,27,76.85,5.31,Employed
S532,18,Female,Mechanical,2,9.78,77,64,57,45,42,68,76,66,66,67,1,84,4,2,94,7,2,0,9,57,75,70,10,71.0,3.18,Employed
S128,18,Male,Mechanical,5,5.92,59,93,66,82,93,87,45,47,99,52,3,44,1,4,92,2,3,4,4,94,60,85,7,73.8,4.4,Employed
S492,23,Male,CSE,5,8.87,97,84,81,86,,92,87,69,45,44,0,72,7,1,50,8,2,1,9,90,65,59,53,70.35,4.66,Employed
S854,21,Male,EEE,8,7.49,78,90,55,75,76,89,87,84,86,71,3,87,5,6,57,9,6,11,2,53,58,58,7,81.65,5.34,Employed
S644,23,Female,CSE,1,7.79,85,93,63,38,92,65,61,,79,76,2,63,1,5,87,1,7,12,7,67,88,100,9,77.35,5.11,Employed
S526,18,Male,EEE,8,7.57,88,98,68,65,57,69,72,49,77,55,1,69,2,1,97,0,6,8,7,95,64,44,33,63.35,0.0,Not Employed
S132,21,Female,CSE,7,8.57,56,82,53,58,70,57,68,54,39,66,2,71,7,5,80,0,1,4,6,48,66,60,10,62.05,0.0,Not Employed
S910,18,Female,CSE,3,9.04,65,82,76,37,71,82,95,85,49,39,0,69,3,2,53,4,6,6,0,43,45,51,26,54.8,0.0,Not Employed
S957,21,Male,ECE,6,9.36,51,92,75,91,37,45,93,98,59,57,2,84,3,1,60,4,8,3,7,59,57,69,6,68.55,3.16,Not Employed
S708,18,Male,ECE,4,9.21,87,80,48,94,98,74,76,79,83,50,1,53,8,1,92,8,4,4,4,77,43,56,37,70.8,4.73,Employed
S084,19,Female,IT,5,8.41,94,65,81,64,39,98,98,57,88,57,0,93,7,4,61,4,0,0,4,76,78,48,37,72.35,4.86,Employed
S097,24,Male,Mechanical,1,8.94,71,68,93,64,43,85,49,36,62,99,3,63,1,5,90,10,7,10,7,41,40,87,28,80.25,5.04,Employed
S593,19,Male,Mechanical,2,6.34,90,65,40,90,64,53,43,45,84,76,4,52,8,2,95,7,2,7,4,86,83,42,14,81.3,6.33,Employed
S895,18,Male,EEE,7,7.52,86,70,43,54,39,42,78,77,65,85,3,86,3,1,86,5,3,6,8,77,41,36,1,73.0,3.68,Employed
S752,23,Male,EEE,8,9.88,68,88,99,36,57,43,91,38,68,40,3,70,6,4,92,1,2,3,6,76,45,73,28,60.45,0.0,Not Employed
S779,22,Male,IT,4,7.43,80,72,58,53,83,74,86,86,55,84,4,69,1,5,,8,6,8,8,73,97,50,4,81.55,6.42,Employed
S271,22,Male,IT,3,9.05,59,90,63,71,41,,62,71,93,56,4,99,3,6,84,4,2,2,10,90,49,55,3,70.85,3.48,Employed
S045,24,Female,CSE,4,7.62,84,95,60,63,43,80,92,94,73,87,0,48,1,1,69,7,1,1,3,96,74,52,3,79.95,6.17,Employed
S025,23,Male,EEE,4,7.59,61,83,50,49,55,59,46,38,74,83,3,100,4,1,87,10,3,1,4,94,83,50,22,71.15,4.59,Employed
S287,22,Female,ECE,4,6.82,76,91,72,68,78,91,95,37,39,90,0,64,8,3,74,7,7,0,0,51,75,73,14,78.4,7.65,Employed
S229,22,Male,CSE,3,6.17,86,82,42,53,39,82,76,73,77,46,0,46,7,2,60,10,4,9,10,,84,57,40,66.2,4.93,Not Employed
S338,19,Male,AI&DS,5,9.7,99,74,96,70,59,94,83,37,67,93,0,100,7,6,93,10,0,5,6,94,66,70,6,91.9,9.22,Employed
S393,21,Female,EEE,2,7.32,84,72,98,35,89,84,74,79,66,40,4,68,3,6,98,8,3,2,1,63,93,52,44,69.45,4.03,Not Employed
S060,20,Female,AI&DS,2,6.89,69,81,92,51,46,81,82,89,100,81,0,63,5,2,63,5,7,3,3,48,49,44,12,73.7,3.59,Employed
S882,22,Male,AI&DS,6,5.9,98,80,87,99,37,88,86,94,36,75,1,48,7,1,97,1,1,9,3,90,77,45,23,82.25,5.03,Employed
S172,22,Female,EEE,8,7.69,63,72,60,100,45,100,46,56,35,43,1,82,4,6,77,1,3,8,6,81,92,44,20,64.8,0.0,Not Employed
S775,22,Male,AI&DS,3,6.05,97,67,40,58,64,51,96,35,37,43,4,64,8,4,74,1,0,0,8,93,80,96,54,64.45,0.0,Not Employed
S918,18,Male,CSE,3,5.91,97,83,59,60,70,45,91,58,66,38,0,85,7,1,69,9,8,6,0,92,100,65,59,61.9,0.0,Not Employed
S149,23,Female,ECE,7,9.33,74,76,53,94,73,83,73,85,48,35,4,,6,5,91,9,4,4,10,46,70,43,39,67.25,3.67,Not Employed
S186,22,Female,IT,4,5.52,92,60,76,50,35,64,81,61,75,87,2,46,3,4,91,9,4,4,8,67,76,81,5,84.85,6.84,Employed
S591,20,Female,EEE,,,66,68,100,79,68,75,52,97,71,69,0,98,8,6,55,10,5,8,1,41,91,51,3,80.9,7.42,Employed
S739,23,Female,CSE,2,6.53,74,67,49,70,59,67,99,80,76,81,3,59,3,2,51,4,1,11,2,41,49,96,7,78.1,7.79,Employed
S730,19,Male,Mechanical,7,9.1,87,97,44,73,65,75,75,53,65,56,2,81,6,6,65,9,8,3,5,75,100,74,31,74.15,3.53,Employed
S661,19,Male,IT,3,7.85,89,94,52,96,79,41,61,84,90,48,4,89,7,2,60,3,7,12,9,87,84,43,41,70.65,4.95,Employed
S711,22,Male,CSE,3,7.95,65,86,41,78,64,76,88,92,37,98,4,74,7,4,93,1,7,7,0,65,95,98,33,79.75,5.71,Employed
S234,24,Female,CSE,3,6.76,46,81,64,56,84,51,78,49,74,75,0,57,7,1,81,3,5,7,4,53,73,73,29,60.25,0.0,Not Employed
S618,19,Male,CSE,1,6.83,58,71,92,44,43,56,68,50,89,80,3,40,5,3,74,5,3,4,6,79,77,96,22,76.25,6.91,Employed
S499,18,Male,IT,5,9.19,100,87,77,74,82,79,89,86,67,60,0,77,3,1,96,3,4,2,4,76,46,51,40,68.85,4.59,Not Employed
S226,21,Male,Mechanical,2,6.31,82,94,48,85,87,60,68,38,57,93,4,97,4,4,55,4,5,11,10,98,85,55,11,81.5,7.16,Employed
S873,20,Male,ECE,2,9.9,65,91,63,45,92,44,43,78,41,41,2,59,2,3,78,7,4,4,7,54,88,81,24,60.25,0.0,Not Employed
S285,21,Male,Mechanical,3,5.79,57,81,52,86,50,54,93,89,98,70,4,77,5,6,75,5,7,10,9,100,65,97,13,80.3,6.53,Employed
S859,21,Male,AI&DS,7,7.98,94,66,40,44,59,49,82,99,55,60,1,85,3,1,93,8,8,11,3,62,97,58,34,65.75,3.92,Not Employed
S004,21,Female,Mechanical,4,8.58,98,63,54,39,75,65,57,43,62,75,1,81,8,4,91,7,2,4,2,55,87,68,,73.95,4.49,Employed
S237,24,Female,Mechanical,2,6.73,55,77,47,36,100,46,53,79,75,69,1,100,5,5,65,2,1,4,9,97,61,91,14,64.6,0.0,Not Employed
S573,23,Male,EEE,2,8.49,65,93,76,85,60,58,60,52,92,60,2,100,7,4,77,6,1,7,0,71,46,76,5,76.05,6.68,Employed
S565,22,Male,ECE,3,9.32,82,85,80,84,68,85,90,81,68,90,2,63,4,3,84,5,1,11,2,60,95,66,8,87.0,15.96,Employed
S647,20,Female,IT,6,8.34,65,93,49,70,66,54,92,37,90,96,2,61,5,4,96,6,0,9,4,91,95,67,31,74.15,3.21,Employed
S927,18,Male,IT,8,7.39,94,69,71,99,89,94,47,75,95,66,4,61,6,6,98,1,2,8,1,97,68,98,28,88.85,11.3,Employed
S023,23,Male,ECE,4,6.73,76,61,64,78,86,86,50,94,51,38,3,77,1,1,91,6,2,7,2,43,56,83,38,66.5,3.65,Not Employed
S495,24,Female,EEE,4,5.77,76,76,66,74,78,93,49,39,76,87,0,57,4,5,100,7,8,7,5,81,55,76,11,79.35,6.38,Employed
S899,23,Male,EEE,5,6.87,97,88,91,95,58,64,79,37,61,58,3,81,6,3,56,3,2,7,6,45,81,94,39,77.8,6.81,Employed
S981,24,Female,ECE,3,9.46,50,90,82,81,66,80,99,35,92,87,3,46,7,5,71,7,2,12,10,98,86,72,37,78.55,7.55,Employed
S825,19,Female,Mechanical,6,7.24,65,77,90,95,40,63,60,67,44,57,0,63,2,4,96,4,1,1,9,89,98,78,8,73.3,3.66,Employed
S813,19,Female,IT,6,5.6,89,60,76,77,74,72,45,78,58,86,4,49,6,3,86,6,6,4,7,51,47,65,3,87.1,8.14,Employed
S552,19,Female,IT,1,8.07,75,82,52,86,92,53,69,68,91,50,2,81,6,3,61,4,5,12,7,89,75,93,25,72.55,4.33,Employed
S928,18,Male,AI&DS,6,8.94,76,92,46,78,81,56,49,83,40,94,1,54,7,1,59,4,4,6,5,89,57,89,18,77.75,7.32,Employed
S321,21,Female,ECE,8,9.78,78,83,100,38,91,49,89,36,43,45,2,60,7,2,77,0,6,12,0,82,99,54,33,61.6,0.0,Not Employed
S398,22,Male,ECE,8,6.8,76,65,88,89,66,79,49,100,58,66,2,89,2,3,94,3,6,3,7,85,90,48,10,78.95,7.1,Employed
S257,19,Female,Mechanical,3,8.83,59,64,42,53,97,81,41,95,40,66,1,40,3,6,53,4,1,7,9,50,93,43,7,64.4,0.0,Not Employed
S963,21,Female,Mechanical,8,8.5,46,85,70,50,52,51,87,58,88,87,3,98,5,1,89,0,8,7,8,81,72,90,41,66.45,3.66,Not Employed
S974,21,Male,AI&DS,7,8.42,73,60,48,72,66,64,60,52,74,40,2,62,4,6,98,6,4,8,1,84,74,91,33,65.7,4.58,Not Employed
S269,23,Female,ECE,6,9.1,89,64,52,93,46,45,65,57,71,44,0,50,5,1,94,2,7,2,3,73,100,37,45,58.85,0.0,Not Employed
S720,18,Male,ECE,8,6.24,57,93,93,77,65,57,90,39,46,81,1,65,5,1,70,4,7,1,5,92,60,60,24,69.35,3.21,Not Employed
S830,21,Female,ECE,5,6.89,87,87,71,86,73,76,68,92,74,46,3,92,4,4,72,6,0,4,5,42,41,87,41,72.35,3.49,Employed
S432,23,Female,EEE,3,9.77,58,65,45,38,,40,80,54,38,45,4,64,1,6,96,2,7,10,10,89,62,58,13,55.75,0.0,Not Employed
S545,24,Female,CSE,3,9.45,73,67,93,83,38,68,95,61,83,41,3,68,7,2,63,6,1,1,2,72,98,50,32,72.5,3.33,Employed
S903,18,Male,CSE,4,,78,86,60,70,90,51,49,36,56,43,1,52,8,6,97,2,0,5,5,40,96,61,35,59.3,0.0,Not Employed
S616,21,Male,ECE,2,9.96,79,62,73,48,35,56,99,56,64,77,3,47,6,,73,8,6,8,10,92,65,63,2,80.15,6.73,Employed
S116,21,Female,CSE,2,7.31,92,77,84,82,93,100,71,76,35,46,3,80,6,1,100,8,6,3,6,92,53,98,46,79.1,5.81,Employed
S233,19,Female,IT,8,9.62,96,62,81,52,96,49,80,93,77,94,3,99,1,5,69,9,5,8,8,41,53,77,2,86.2,16.0,Employed
S524,21,Female,IT,8,6.21,100,71,65,71,35,74,93,77,94,57,0,64,7,4,76,3,0,9,3,48,79,99,43,73.6,5.0,Employed
S303,18,Female,AI&DS,6,9.88,70,73,85,84,89,87,78,67,44,47,4,43,1,3,65,7,5,9,10,91,78,40,23,72.4,3.01,Employed
S734,20,Female,AI&DS,7,8.4,97,96,94,76,49,69,44,79,55,61,4,97,2,1,99,2,2,12,9,87,62,38,36,74.25,3.18,Employed
S384,18,Male,ECE,8,6.86,83,71,81,83,46,89,69,83,70,91,2,40,2,1,55,1,7,10,10,98,72,63,8,85.45,8.23,Employed
S105,24,Male,IT,6,8.21,89,72,70,75,57,65,60,72,97,66,2,64,5,4,73,1,3,9,8,51,83,38,23,72.35,4.91,Employed
S642,24,Male,AI&DS,7,8.99,93,69,68,52,73,65,55,53,37,64,3,56,8,4,79,7,5,3,7,48,66,41,29,70.4,3.49,Employed
S179,24,Female,AI&DS,8,7.76,50,85,63,99,36,82,55,56,100,52,3,50,3,5,86,10,2,11,7,100,62,40,2,75.3,5.66,Employed
S306,21,Female,CSE,8,5.68,67,95,71,93,98,47,94,53,50,79,0,53,5,2,60,8,4,9,10,77,53,35,12,69.55,4.05,Not Employed
S100,20,Male,CSE,5,9.55,81,62,51,75,37,53,77,53,85,44,2,50,4,5,74,10,8,5,6,88,87,52,37,66.35,4.58,Not Employed
S427,24,Male,Mechanical,8,8.38,82,66,42,62,59,66,84,56,83,62,2,53,4,6,86,0,5,5,0,59,97,74,20,68.95,4.0,Not Employed
S469,23,Male,CSE,4,9.16,49,63,48,91,58,58,42,75,79,66,2,48,7,4,92,1,1,1,4,100,74,61,17,68.8,3.99,Not Employed
S946,24,Female,ECE,6,6.18,,92,80,86,67,,46,53,38,89,0,68,4,1,50,9,2,10,8,97,57,75,10,84.85,7.62,Employed
S114,24,Male,IT,1,7.52,67,65,,50,65,53,91,79,89,56,4,48,4,2,53,9,5,8,4,78,74,56,11,73.6,3.65,Employed
S304,22,Female,IT,7,8.52,53,95,42,57,68,50,72,98,78,94,1,45,6,6,83,6,2,4,1,60,42,51,41,62.6,0.0,Not Employed
S001,23,Male,CSE,5,6.6,53,66,83,46,89,42,41,46,62,64,4,78,1,5,62,10,8,6,3,68,77,70,11,69.45,4.62,Not Employed
S971,18,Male,ECE,3,7.82,87,97,61,58,94,80,57,46,44,88,4,40,7,5,93,1,6,1,2,91,70,86,1,85.85,11.92,Employed
S210,18,Female,AI&DS,2,5.56,58,91,99,45,94,91,80,42,81,88,2,90,1,5,67,8,0,11,1,93,59,44,,72.35,4.89,Employed
S874,23,Male,IT,3,6.84,100,93,86,72,49,93,90,94,50,80,4,59,8,2,66,4,3,0,5,54,71,100,20,92.55,13.34,Employed
S703,24,Female,EEE,6,9.91,93,67,56,59,69,65,74,54,65,74,4,57,1,1,60,7,3,0,0,82,94,100,19,82.35,6.3,Employed
S181,23,Male,EEE,5,7.19,59,93,65,80,79,71,90,96,35,99,1,68,3,2,54,8,4,3,2,51,50,81,40,71.9,4.2,Employed
S710,19,Male,CSE,3,8.38,76,97,74,58,48,80,52,68,88,56,4,74,6,6,81,10,7,3,6,95,92,64,20,81.15,7.62,Employed
S401,21,Female,IT,5,6.0,87,60,83,51,77,63,87,81,82,65,2,53,7,1,56,2,1,0,9,98,96,59,22,76.95,5.58,Employed
S883,24,Male,EEE,8,6.88,86,80,62,50,66,86,67,40,42,76,4,91,2,5,95,1,0,4,5,43,96,52,10,73.95,3.6,Employed
S310,21,Female,EEE,3,7.45,72,65,42,100,78,69,83,63,54,98,4,80,2,3,79,6,1,12,7,59,49,51,26,76.25,7.05,Employed
S881,19,Female,ECE,2,8.99,81,75,79,97,45,57,100,78,36,37,4,82,3,1,78,7,0,5,5,49,75,89,44,69.9,4.85,Not Employed
S803,20,Female,IT,1,8.46,77,68,50,96,55,40,43,57,62,72,4,48,4,2,92,2,0,4,1,57,57,97,5,77.75,7.96,Employed
S811,19,Female,ECE,3,9.5,87,63,63,65,63,55,56,60,39,65,0,45,6,6,83,7,6,0,5,86,57,82,22,71.1,4.73,Employed
S296,18,Male,EEE,2,8.98,65,81,93,84,65,99,67,62,53,48,1,53,5,4,76,4,0,7,8,63,84,49,17,70.8,3.63,Employed
S672,21,Male,ECE,3,5.58,60,91,64,63,100,81,99,53,49,69,2,73,5,6,56,4,8,12,4,87,65,37,9,68.7,3.13,Not Employed
S223,22,Female,EEE,4,8.18,59,61,62,45,96,48,72,95,82,58,3,71,8,2,60,,3,0,6,88,40,69,1,70.85,4.9,Employed
S144,24,Male,Mechanical,7,6.01,54,69,76,47,48,76,89,47,71,79,3,56,7,6,81,9,7,0,2,57,65,53,25,71.3,4.24,Employed
S170,22,Female,CSE,6,,54,62,49,76,41,89,99,73,97,80,0,90,6,5,64,2,8,1,8,50,66,86,26,69.9,3.18,Not Employed
S789,20,Female,EEE,4,7.96,56,80,91,64,83,98,91,73,86,52,4,43,6,3,53,7,7,4,0,65,63,92,4,82.15,6.86,Employed
S294,19,Female,AI&DS,2,6.17,46,75,91,74,94,71,75,90,89,39,1,50,5,2,51,4,4,10,8,51,81,40,7,64.75,,Not Employed
S490,19,Male,EEE,4,9.01,52,99,79,77,51,78,74,,37,83,0,89,6,3,99,8,1,10,0,73,53,81,31,69.3,4.07,Not Employed
S538,24,Female,CSE,4,6.44,90,76,58,82,38,60,67,83,76,60,1,79,8,3,56,1,3,2,5,86,70,95,30,75.25,7.86,Employed
S558,23,Female,IT,4,7.85,50,98,78,81,65,95,94,98,90,88,0,80,2,3,96,4,4,10,8,61,66,67,38,70.85,4.97,Employed
S201,19,Female,CSE,1,7.85,93,68,62,71,95,74,40,97,96,73,0,89,7,3,88,3,0,8,5,52,66,90,20,79.45,6.18,Employed
S845,24,Female,Mechanical,5,9.62,91,69,100,66,97,55,,59,92,44,1,46,3,1,55,0,1,8,7,72,42,65,47,62.45,0.0,Not Employed
S760,23,Female,IT,7,8.27,79,99,91,66,85,84,79,91,74,99,3,76,5,6,55,5,5,9,4,60,91,41,20,85.1,9.11,Employed
S213,19,Male,IT,1,8.97,89,77,98,100,54,46,42,93,80,54,1,56,6,5,65,3,4,12,4,45,76,86,35,75.3,6.71,Employed
S976,21,Female,EEE,7,6.78,49,68,63,,97,98,94,57,52,41,2,51,7,2,60,6,2,0,6,66,65,44,8,65.8,4.93,Not Employed
S746,21,Female,ECE,7,7.47,54,65,62,43,65,93,48,95,37,39,0,57,7,4,77,1,4,5,10,77,41,43,15,56.2,0.0,Not Employed
S382,20,Female,ECE,2,7.88,63,78,84,59,85,46,48,76,41,73,3,81,3,5,58,7,7,4,2,53,53,60,10,70.75,4.47,Employed
S026,22,Male,IT,7,8.48,49,92,81,78,36,94,66,97,48,90,2,80,8,6,59,6,2,11,8,81,57,96,41,78.65,6.39,Employed
S225,21,Female,CSE,4,7.83,70,62,75,84,41,52,58,91,85,73,2,69,3,4,68,9,0,11,8,97,49,94,3,83.6,7.49,Employed
S557,22,Female,EEE,2,8.97,83,90,54,91,73,92,47,93,54,44,2,96,5,1,74,4,1,10,7,67,77,56,39,68.95,4.75,Not Employed
S452,18,Female,EEE,2,7.45,74,96,90,79,71,47,40,98,53,94,1,73,5,5,85,10,2,4,7,58,44,72,20,80.05,5.05,Employed
S391,19,Female,CSE,3,8.46,54,84,76,69,41,98,86,82,66,88,3,51,8,3,79,8,4,4,6,73,100,64,34,80.85,5.92,Employed
